"명칭","좌표주소","위도","경도","상세주소","상세내용"
"그린파킹 CCTV","대한민국 서울특별시 금천구 독산로82길 8","37.4715913","126.90417560000003","독산로82길 8","관리번호: G112"
"그린파킹 CCTV","대한민국 서울특별시 금천구 독산로82길 28","37.4714574","126.90538270000002","독산로82길 28","관리번호: G113"
"그린파킹 CCTV","대한민국 서울특별시 금천구 독산로82길 42","37.4713566","126.90617099999997","독산로82길 42","관리번호: G114"
"그린파킹 CCTV","대한민국 서울특별시 금천구 독산로76길 10","37.4691401","126.90326060000006","독산로76길 10","관리번호: G115"
"그린파킹 CCTV","대한민국 서울특별시 금천구 범안로12길 29","37.4652069","126.8920445","범안로12길 29","관리번호: G116"
"그린파킹 CCTV","대한민국 서울특별시 금천구 범안로12길 21-11","37.4654767","126.89256950000003","범안로12길 21-11","관리번호: G117"
"그린파킹 CCTV","대한민국 서울특별시 금천구 시흥대로38길 4","37.4438016","126.9048037","시흥대로38길 4","관리번호: G118"
"그린파킹 CCTV","대한민국 서울특별시 금천구 시흥대로30길 19","37.4431668","126.90445690000001","시흥대로30길 19","관리번호: G119"
"그린파킹 CCTV","대한민국 서울특별시 금천구 시흥대로26길 11","37.4421056","126.90458430000001","시흥대로26길 11","관리번호: G120"
"그린파킹 CCTV","대한민국 서울특별시 금천구 시흥대로20길 21","37.4412812","126.90420080000001","시흥대로20길 21","관리번호: G121"
"그린파킹 CCTV","대한민국 서울특별시 금천구 시흥대로18길 10","37.4401783","126.90410050000002","시흥대로18길 10","관리번호: G122"
"그린파킹 CCTV","대한민국 서울특별시 금천구 시흥대로12길 13","37.4391753","126.90427669999997","시흥대로12길 13","관리번호: G123"
"그린파킹 CCTV","대한민국 서울특별시 금천구 시흥대로28길 35-16","37.4430697","126.90613310000003","시흥대로28길 35-16","관리번호: G124"
"그린파킹 CCTV","대한민국 서울특별시 금천구 시흥대로26길 36","37.4416623","126.90575579999995","시흥대로26길 36","관리번호: G125"
"그린파킹 CCTV","대한민국 서울특별시 금천구 시흥대로22길 24","37.44075249999999","126.9057838","시흥대로22길 24","관리번호: G126"
"그린파킹 CCTV","대한민국 서울특별시 금천구 시흥대로16길 30","37.439802","126.90588909999997","시흥대로16길 30","관리번호: G127"
"그린파킹 CCTV","대한민국 서울특별시 금천구 시흥대로18길 39","37.4405504","126.90585229999999","시흥대로18길 39","관리번호: G128"
"공원방범 CCTV","대한민국 서울특별시 금천구 독산동 1038-9","37.5136206","126.75196529999994","푸른골 어린이공원","관리번호: A111"
"공원방범 CCTV","대한민국 서울특별시 금천구 독산동","36.4269583","127.38857250000001","목화 어린이공원","관리번호: A112"
"공원방범 CCTV","대한민국 서울특별시 금천구 189-1","36.4269583","127.38857250000001","쌈지 어린이공원","관리번호: A113"
"공원방범 CCTV","대한민국 서울특별시 금천구 독산로39길 16","37.4588052","126.90424800000005","독산로39길 16","관리번호: A114"
"공원방범 CCTV","대한민국 서울특별시 금천구 시흥동","35.2010134","126.89740140000003","비둘기 어린이공원","관리번호: A115"
"공원방범 CCTV","대한민국 서울특별시 금천구 시흥대로38길 61","37.44696","126.90395519999993","시흥대로38길 61 금천 폭포공원","관리번호: A116"
"공원방범 CCTV","대한민국 서울특별시 금천구 시흥동 791-35","37.7510418","127.07737120000001","송록 어린이공원","관리번호: A117"
"공원방범 CCTV","대한민국 서울특별시 금천구 시흥동","36.4269583","127.38857250000001","꾸러기 어린이공원","관리번호: A118"
"공원방범 CCTV","대한민국 서울특별시 관악구 봉천동 까치어린이공원","37.4797951","126.95952929999998","까치 어린이공원","관리번호: A119"
"어린이보호 CCTV","대한민국 서울특별시 금천구 독산로108길 37","37.479638","126.90596660000005","독산로108길 37","관리번호: C101"
"어린이보호 CCTV","대한민국 서울특별시 금천구 시흥대로98길 45","37.4642576","126.9002878","시흥대로98길 45 독산유치원 골목 끝","관리번호: C102"
"어린이보호 CCTV","대한민국 서울특별시 금천구 가산로 111","37.4755779","126.89290779999999","가산로111","관리번호: C103"
"어린이보호 CCTV","대한민국 서울특별시 금천구 독산4동 938-5 구립정심어린이집","37.4677401","126.90728480000007","정심 어린이집","관리번호: C104"
"어린이보호 CCTV","대한민국 서울특별시 금천구 독산로54길","37.4695115","126.9071222","독산로54길 251 개미 어린이집","관리번호: C105"
"어린이보호 CCTV","대한민국 서울특별시 금천구 시흥대로40길 93","37.4467177","126.90824539999994","시흥대로40길 93 자연유아 어린이집","관리번호: C106"
"어린이보호 CCTV","대한민국 서울특별시 금천구 독산로47가길 42","37.46045489999999","126.90210120000006","독산로47가길 42","관리번호: C107"
"어린이보호 CCTV","대한민국 서울특별시 금천구 가산로9길 35","37.4757763","126.89023670000006","가산로9길 35 모아래 어린이집","관리번호: C108"
"어린이보호 CCTV","대한민국 서울특별시 금천구 독산로1길 3","37.4488534","126.90349249999997","독산로1길 3 조형어린이집 골목끝","관리번호: C109"
"어린이보호 CCTV","대한민국 서울특별시 금천구 금하로3길 32","37.4548284","126.89760819999992","금하로3길 32","관리번호: C110"
"어린이보호 CCTV","대한민국 서울특별시 금천구 범안로 12길","35.8284724","128.6552358","범안로12길 63-3 기쁨 어린이집","관리번호: C111"
"어린이보호 CCTV","대한민국 서울특별시 금천구 금하로23길 20","37.4520105","126.90883410000003","금하로23길20","관리번호: C112"
"어린이보호 CCTV","대한민국 서울특별시 금천구 시흥대로41길 59","37.4494847","126.90142070000001","시흥대로41길 59 양문어린이집 부근","관리번호: C113"
"어린이보호 CCTV","대한민국 서울특별시 금천구 독산로94가길 17","37.4742758","126.90508150000005","독산로94가길 17","관리번호: C114"
"방범 CCTV","대한민국 서울특별시 금천구 독산로10길 56","37.4500242","126.90898049999998","독산로10길 56","관리번호: P132"
"어린이보호 CCTV","대한민국 서울특별시 금천구 시흥대로152길 35","37.4768604","126.90095339999993","시흥대로152길 35","관리번호: C115"
"어린이보호 CCTV","대한민국 서울특별시 금천구 시흥대로72길 13","37.4572046","126.90023289999999","시흥대로72길 13 세나유치원","관리번호: C116"
"어린이보호 CCTV","대한민국 서울특별시 금천구 시흥대로84길 12","37.4597922","126.90030230000002","시흥대로84길 12 맞은편","관리번호: C117"
"어린이보호 CCTV","대한민국 서울특별시 금천구 시흥대로150길 79","37.477391","126.90249449999999","시흥대로150길 79","관리번호: C118"
"어린이보호 CCTV","대한민국 서울특별시 금천구 시흥대로68길 36","37.4566304","126.90175699999997","시흥대로68길 36","관리번호: C119"
"어린이보호 CCTV","대한민국 서울특별시 금천구 탑골로10길","37.4516123","126.91489109999997","탑골로10길","관리번호: C120"
"어린이보호 CCTV","대한민국 서울특별시 금천구 시흥대로12길 82","37.4402343","126.90742309999996","시흥대로12길 82 새길어린이집","관리번호: C121"
"어린이보호 CCTV","대한민국 서울특별시 금천구 독산로36길 14","37.4589501","126.9061709","독산로36길 14","관리번호: C122"
"어린이보호 CCTV","대한민국 서울특별시 금천구 시흥대로153길 36","37.4773168","126.89655879999998","시흥대로153길 36","관리번호: SN101"
"어린이보호 CCTV","대한민국 서울특별시 금천구 시흥대로148길 22","37.4749231","126.90007390000005","시흥대로148길 22","관리번호: SN102"
"방범 CCTV","대한민국 서울특별시 금천구 독산로54길 237","37.4724983","126.90608420000001","독산로54길 237","관리번호: P179"
"방범 CCTV","대한민국 서울특별시 금천구 독산로8길 67","37.4473602","126.9079524","독산로8길 67","관리번호: P268"
"방범 CCTV","대한민국 서울특별시 금천구 탑골로3길 5","37.4522732","126.91132360000006","탑골로3길 5","관리번호: P269"
"방범 CCTV","대한민국 서울특별시 금천구 금하로14길 20-13","37.4522015","126.90367190000006","금하로14길 20-13","관리번호: P270"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로62가길 21","37.4556432","126.90285649999998","시흥대로62가길 21","관리번호: P271"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로50길 25-7","37.45193769999999","126.90349489999994","시흥대로50길 25-7","관리번호: P272"
"방범 CCTV","대한민국 서울특별시 금천구 독산로33길 34-8","37.4571868","126.90335720000007","독산로33길 34-8","관리번호: P273"
"방범 CCTV","대한민국 서울특별시 금천구 독산로64길 70","37.466504","126.9059297","독산로64길 70","관리번호: P102"
"방범 CCTV","대한민국 서울특별시 금천구 독산로68길 60","37.46689","126.90499709999994","독산로68길 60","관리번호: P103"
"방범 CCTV","대한민국 서울특별시 금천구 독산로58길 42","37.46500510000001","126.90529249999997","독산로58길 42","관리번호: P104"
"방범 CCTV","대한민국 서울특별시 금천구 독산로60길 24","37.46470619999999","126.90425119999997","독산로60길 24","관리번호: P105"
"방범 CCTV","대한민국 서울특별시 금천구 독산로56길 18","37.463778","126.90423650000002","독산로56길 18","관리번호: P106"
"방범 CCTV","대한민국 서울특별시 금천구 독산로68길 15","37.4660906","126.90264730000001","독산로68길 15","관리번호: P107"
"방범 CCTV","대한민국 서울특별시 금천구 독산로67길 19","37.4648116","126.90152769999997","독산로67길 19","관리번호: P108"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로94길 72","37.46361419999999","126.90134510000007","시흥대로94길 72","관리번호: P109"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로100길 35","37.4641416","126.8992518","시흥대로100길 35","관리번호: P110"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로84길 59","37.4614375","126.90176350000001","시흥대로84길 59","관리번호: P111"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로88길 21","37.4611096","126.90021860000001","시흥대로88길 21","관리번호: P112"
"방범 CCTV","대한민국 서울특별시 금천구 독산로50길 141","37.4622456","126.91196689999992","독산로50길 141","관리번호: P113"
"방범 CCTV","대한민국 서울특별시 금천구 독산로40길 78","37.46137239999999","126.90863590000003","독산로40길 78","관리번호: P114"
"방범 CCTV","대한민국 서울특별시 금천구 독산로44다길 9","37.4615193","126.90639680000004","독산로44다길 9","관리번호: P115"
"방범 CCTV","대한민국 서울특별시 금천구 독산로36길 53","37.4603945","126.90734799999995","독산로36길 53","관리번호: P116"
"방범 CCTV","대한민국 서울특별시 금천구 독산로50다길 32","37.4607874","126.91056830000002","독산로50다길 32","관리번호: P117"
"방범 CCTV","대한민국 서울특별시 금천구 독산로32가길 26","37.4584004","126.90665360000002","독산로32가길 26","관리번호: P118"
"방범 CCTV","대한민국 서울특별시 금천구 독산로32나길 36","37.4586071","126.90767129999995","독산로32나길 36","관리번호: P119"
"방범 CCTV","대한민국 서울특별시 금천구 독산로28길 22","37.4561463","126.90697580000005","독산로28길 22","관리번호: P120"
"방범 CCTV","대한민국 서울특별시 금천구 독산로24길 14","37.4549829","126.90666829999998","독산로24길 14","관리번호: P121"
"방범 CCTV","대한민국 서울특별시 금천구 독산로24길 51","37.4554279","126.90890089999993","독산로24길 51","관리번호: P122"
"방범 CCTV","대한민국 서울특별시 금천구 독산로24다길 22","37.4541995","126.90741100000002","독산로24다길 22","관리번호: P123"
"방범 CCTV","대한민국 서울특별시 금천구 독산로20길 18","37.45291599999999","126.90794840000001","독산로20길 18","관리번호: P124"
"방범 CCTV","대한민국 서울특별시 금천구 독산로22길 49","37.4532812","126.90895019999993","독산로22길 49","관리번호: P125"
"방범 CCTV","대한민국 서울특별시 금천구 금하로21길 17","37.4522943","126.90804449999996","금하로21길 17","관리번호: P126"
"방범 CCTV","대한민국 서울특별시 금천구 금하로23나길 33","37.4521036","126.91062529999999","금하로23나길 33","관리번호: P127"
"방범 CCTV","대한민국 서울특별시 금천구 금하로23가길 25","37.45172489999999","126.9101991","금하로23가길 25","관리번호: P128"
"방범 CCTV","대한민국 서울특별시 금천구 독산로22가길 6","37.4529457","126.91068429999996","독산로22가길 6","관리번호: P129"
"방범 CCTV","대한민국 서울특별시 금천구 은행나무로10길 5","37.4505761","126.90679460000001","은행나무로10길 5","관리번호: P130"
"방범 CCTV","대한민국 서울특별시 금천구 독산로10길 37","37.4502134","126.90801149999993","독산로10길 37","관리번호: P131"
"방범 CCTV","대한민국 서울특별시 금천구 금하로24길 82","37.4473174","126.90907629999992","금하로24길 82","관리번호: P133"
"방범 CCTV","대한민국 서울특별시 금천구 독산로8길 37","37.4487684","126.90745830000003","독산로8길 37","관리번호: P134"
"방범 CCTV","대한민국 서울특별시 금천구 금하로24길 82","37.4473174","126.90907629999992","금하로24길 82","관리번호: P135"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로40길 42","37.4473859","126.90596069999992","시흥대로40길 42","관리번호: P136"
"방범 CCTV","대한민국 서울특별시 금천구 벚꽃로56길 30","37.4845446","126.88242839999998","벚꽃로56길 30","관리번호: P137"
"방범 CCTV","대한민국 서울특별시 금천구 가산로3길 113","37.47182069999999","126.88937609999993","가산로3길 113","관리번호: P138"
"방범 CCTV","대한민국 서울특별시 금천구 범안로12가길 20","37.4656065","126.89266480000003","범안로12가길 20","관리번호: P139"
"방범 CCTV","대한민국 서울특별시 금천구 독산로80길 35","37.4704649","126.90494160000003","독산로80길 35","관리번호: P140"
"방범 CCTV","대한민국 서울특별시 금천구 독산로14길 3","37.4523581","126.90696200000002","독산로14길 3","관리번호: P141"
"방범 CCTV","대한민국 서울특별시 금천구 독산로70길 84","37.4677741","126.90607850000003","독산로70길 84","관리번호: P142"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로118길 23","37.4683903","126.90004870000007","시흥대로118길 23","관리번호: P143"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로136길 24","37.472065","126.90046400000005","시흥대로136길 24","관리번호: P144"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로150길 41","37.4761498","126.90108129999998","시흥대로150길 41","관리번호: P145"
"방범 CCTV","대한민국 서울특별시 금천구 독산로109길 26","37.4789226","126.90228219999994","독산로109길 26","관리번호: P146"
"방범 CCTV","대한민국 서울특별시 금천구 문성로1길 7","37.4770498","126.90427449999993","문성로1길 7","관리번호: P147"
"방범 CCTV","대한민국 서울특별시 금천구 독산로50길 183","37.4606636","126.91229610000005","독산로50길 183","관리번호: P148"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로90길 11","37.4612232","126.89877569999999","시흥대로90길 11","관리번호: P149"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로84길 54","37.4611969","126.90205300000002","시흥대로84길 54","관리번호: P150"
"방범 CCTV","대한민국 서울특별시 금천구 탑골로2길 56","37.450389","126.91317279999998","탑골로2길 56","관리번호: P151"
"방범 CCTV","대한민국 서울특별시 금천구 시흥동 호암1터널","37.445854","126.91803430000004","호암1터널","관리번호: P152"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로40다길 28","37.4486109","126.90591459999996","시흥대로40다길 28","관리번호: P153"
"방범 CCTV","대한민국 서울특별시 금천구 독산로4길 18","37.4479648","126.90454739999995","독산로4길 18","관리번호: P154"
"방범 CCTV","대한민국 서울특별시 금천구 독산로32길 11","37.4574568","126.90614849999997","독산로32길 11","관리번호: P155"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로80길 39","37.4594147","126.90167099999996","시흥대로80길 39","관리번호: P156"
"방범 CCTV","대한민국 서울특별시 금천구 독산로41길 7","37.4597989","126.90433069999994","독산로41길 7","관리번호: P157"
"방범 CCTV","대한민국 서울특별시 금천구 독산로29길 10","37.456205","126.90494949999993","독산로29길 10","관리번호: P158"
"방범 CCTV","대한민국 서울특별시 금천구 금하로9길 13","37.4552897","126.90215179999995","금하로9길 13","관리번호: P159"
"방범 CCTV","대한민국 서울특별시 금천구 벚꽃로48길 7","37.4838349","126.88245710000001","벚꽃로48길 7","관리번호: P192"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로123길 66","37.4721877","126.89526290000003","시흥대로123길 66","관리번호: P194"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로 457","37.4744183","126.89782919999993","시흥대로457","관리번호: P196"
"방범 CCTV","대한민국 서울특별시 금천구 가산디지털2로 98","37.4768505","126.8811806","가산디지털2로 98","관리번호: P198"
"방범 CCTV","대한민국 서울특별시 금천구 벚꽃로10길 94","37.46457050000001","126.89528569999993","벚꽃로10길 94","관리번호: P200"
"방범 CCTV","대한민국 서울특별시 금천구 범안로 1172","37.4663281","126.8919793","범안로1172","관리번호: P202"
"방범 CCTV","대한민국 서울특별시 금천구 금하로1마길 15-8","37.4528524","126.88961710000001","금하로1마길 15-8","관리번호: P204"
"방범 CCTV","대한민국 서울특별시 금천구 벚꽃로56길 50","37.4839525","126.88327279999998","벚꽃로56길 50","관리번호: P206"
"방범 CCTV","대한민국 서울특별시 금천구 범안로15길 52","37.4686247","126.89253780000001","범안로15길 52","관리번호: P209"
"방범 CCTV","대한민국 서울특별시 금천구 탑골로10길 3","37.4518415","126.9146538","탑골로10길 3","관리번호: P210"
"방범 CCTV","대한민국 서울특별시 금천구 금하로29길 15","37.4507428","126.91245559999993","금하로29길 15","관리번호: P212"
"방범 CCTV","대한민국 서울특별시 금천구 남부순환로130길 32","37.4790542","126.90811540000004","남부순환로130길 32","관리번호: P214"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로39길 52","37.446713","126.90053899999998","시흥대로39길 52 은행마을 주택앞","관리번호: P216"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로73길 70","37.4567667","126.89540050000005","시흥대로73길 70 금나래아트홀","관리번호: P217"
"방범 CCTV","대한민국 서울특별시 금천구 범안로16길 24-26","37.465671","126.89445449999994","범안로16길 24-26","관리번호: P218"
"방범 CCTV","대한민국 서울특별시 금천구 벚꽃로46길 18","37.4828444","126.8835765","벚꽃로46길 18","관리번호: P219"
"방범 CCTV","대한민국 서울특별시 금천구 금하로 674","37.4525091","126.9051627","금하로674","관리번호: P220"
"방범 CCTV","대한민국 서울특별시 금천구 두산로3길 49","37.4726442","126.88869350000004","두산로3길 49","관리번호: P221"
"방범 CCTV","대한민국 서울특별시 금천구 금하로1라길 33","37.4536035","126.89044119999994","금하로1라길 33","관리번호: P222"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로94길 20","37.4621505","126.89907189999997","시흥대로94길 20","관리번호: P223"
"방범 CCTV","대한민국 서울특별시 금천구 독산로103길 14","37.4765938","126.90271080000002","독산로103길 14","관리번호: P224"
"방범 CCTV","대한민국 서울특별시 금천구 남부순환로120길 17-21","37.4777107","126.90179680000005","남부순환로120길 17-21","관리번호: P225"
"방범 CCTV","대한민국 서울특별시 금천구 독산로72길 10-8","37.4674357","126.90252699999996","독산로72길 10-8","관리번호: P226"
"방범 CCTV","대한민국 서울특별시 금천구 독산로70다길 16","37.4677326","126.90403749999996","독산로70다길 16","관리번호: P227"
"방범 CCTV","대한민국 서울특별시 금천구 금하로9길 4-15","37.4547097","126.90256829999998","금하로9길 4-15","관리번호: P228"
"방범 CCTV","대한민국 서울특별시 금천구 독산로21길 5","37.4535505","126.90563350000002","독산로21길 5","관리번호: P229"
"방범 CCTV","대한민국 서울특별시 금천구 독산로36길 94","37.4608904","126.90942399999994","독산로36길 94","관리번호: P230"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로114길 5","37.4680446","126.89854000000002","시흥대로114길 5 아카시아병원뒤","관리번호: P231"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로74길 35","37.4579248","126.90200140000002","시흥대로74길 35 해태공원","관리번호: P232"
"방범 CCTV","대한민국 서울특별시 금천구 독산로43가길 20","37.460404","126.90321310000001","독산로43가길 20","관리번호: P233"
"방범 CCTV","대한민국 서울특별시 금천구 독산로33길 40-2","37.4569488","126.9031516","독산로33길 40-2","관리번호: P234"
"방범 CCTV","대한민국 서울특별시 금천구 독산로5길 24","37.4500828","126.90461040000002","독산로5길 24","관리번호: P235"
"방범 CCTV","대한민국 서울특별시 금천구 탑골로 73","37.4529552","126.9167162","탑골로73 우리교회앞","관리번호: P236"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로","37.4506854","126.9012586","시흥대로 16길 76","관리번호: P237"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로14길","37.4393726","126.90507950000005","시흥대로 14길","관리번호: P238"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로149길 60","37.4749398","126.89471930000002","시흥대로149길 60","관리번호: P239"
"방범 CCTV","대한민국 서울특별시 금천구 남부순환로108길 20","37.4780539","126.89213749999999","남부순환로 108길 20","관리번호: P240"
"방범 CCTV","대한민국 서울특별시 금천구 범안로17길 17-5","37.4672412","126.89403909999998","범안로17길 17-5","관리번호: P241"
"방범 CCTV","대한민국 서울특별시 금천구 금하로1길 17","37.4525941","126.89214579999998","금하로 1길 17","관리번호: P242"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로 343","37.464213","126.89714479999998","시흥대로 343","관리번호: P243"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로82길 14","37.4594787","126.90060760000006","시흥대로 82길 14","관리번호: P244"
"방범 CCTV","대한민국 서울특별시 금천구 독산로64길","37.4661597","126.90551600000003","독산로64길","관리번호: P245"
"방범 CCTV","대한민국 서울특별시 금천구 독산로85길 39","37.4724749","126.90084009999998","독산로 85길 39","관리번호: P246"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로148길 38-18","37.474503","126.90072780000002","시흥대로 148길 38-18","관리번호: P247"
"방범 CCTV","대한민국 서울특별시 금천구 독산로75길 39","37.4690656","126.90019359999996","독산로75길 39","관리번호: P248"
"방범 CCTV","대한민국 서울특별시 금천구 독산로72길 50","37.4682942","126.90454249999993","독산로 72길 50","관리번호: P249"
"방범 CCTV","대한민국 서울특별시 금천구 금하로 631-6","37.4551092","126.90144469999995","금하로 631-6","관리번호: P250"
"방범 CCTV","대한민국 서울특별시 금천구 독산로45길 12","37.4614798","126.90379299999995","독산로45길 12","관리번호: P251"
"방범 CCTV","대한민국 서울특별시 금천구 탑골로 65","37.4524024","126.91616580000004","탑골로65","관리번호: P252"
"방범 CCTV","대한민국 서울특별시 금천구 탑골로13길 18","37.4529073","126.91630550000002","탑골로13길 18","관리번호: P253"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로 133-1","37.4459322","126.9032029","시흥대로 133-1","관리번호: P254"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로","37.4506854","126.9012586","시흥대로 122뒤","관리번호: P255"
"방범 CCTV","대한민국 서울특별시 금천구 독산로40길 10","37.4597476","126.90549910000004","독산로40길 10","관리번호: P256"
"방범 CCTV","대한민국 서울특별시 금천구 독산로36길 88-5","37.4607268","126.90927490000001","독산로36길 88-5","관리번호: P257"
"방범 CCTV","대한민국 서울특별시 금천구 금하로24길 94-29","37.4466351","126.9086658","금하로24길 94-29","관리번호: P258"
"방범 CCTV","대한민국 서울특별시 금천구 탑골로4길 18-10","37.4513659","126.91231659999994","탑골로4길 18-10","관리번호: P259"
"방범 CCTV","대한민국 서울특별시 금천구 남부순환로124길 15","37.4787797","126.90300330000002","남부순환로124길 15","관리번호: P260"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로146길 26","37.4738393","126.90009199999997","시흥대로146길 26","관리번호: P261"
"방범 CCTV","대한민국 서울특별시 금천구 문성로3길 92","37.4773797","126.90944220000006","문성로3길 92","관리번호: P262"
"방범 CCTV","대한민국 서울특별시 금천구 독산로102길 17","37.475918","126.90464599999995","독산로102길 17","관리번호: P263"
"방범 CCTV","대한민국 서울특별시 금천구 문성로 22","37.4763386","126.90608480000003","문성로 22","관리번호: P264"
"방범 CCTV","대한민국 서울특별시 금천구 독산로47길 30","37.4622996","126.90261110000006","독산로47길 30","관리번호: P265"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로94길 25","37.4624534","126.89919399999996","시흥대로94길 25","관리번호: P266"
"방범 CCTV","대한민국 서울특별시 금천구 금하로 728-13","37.4502555","126.91081370000006","금하로 728-13","관리번호: P267"
"방범 CCTV","대한민국 서울특별시 금천구 독산로58가길 68","37.4649216","126.90697690000002","독산로58가길 68","관리번호: P101"
"방범 CCTV","대한민국 서울특별시 금천구 남부순환로128길 14","37.4795782","126.90699859999995","남부순환로128길 14","관리번호: P180"
"방범 CCTV","대한민국 서울특별시 금천구 독산로80길 13","37.4711394","126.9039335","독산로80길 13","관리번호: P181"
"방범 CCTV","대한민국 서울특별시 금천구 독산로70다길 64","37.4687779","126.90617799999995","독산로70다길 64","관리번호: P182"
"방범 CCTV","대한민국 서울특별시 금천구 독산로70라길 14","37.4676325","126.90489809999997","독산로70라길 14","관리번호: P183"
"방범 CCTV","대한민국 서울특별시 금천구 독산로75길 12-7","37.469427","126.9015551","독산로75길 12-7","관리번호: P184"
"방범 CCTV","대한민국 서울특별시 금천구 시흥대로128길 34","37.4700958","126.9001333","시흥대로128길 34","관리번호: P185"
"방범 CCTV","대한민국 서울특별시 금천구 벚꽃로38길 35","37.4826211","126.884455","벚꽃로38길 35","관리번호: P186"
"방범 CCTV","대한민국 서울특별시 금천구 가산로5길 43","37.4734504","126.89212739999993","가산로5길 43","관리번호: P188"
"방범 CCTV","대한민국 서울특별시 금천구 남부순환로110길 31","37.477559","126.89345290000005","남부순환로110길 31","관리번호: P190"